Video ID,Author,Comment
WDk0jy-CiLs,@bahtirhamza1369,"Shqiptarët e Shqipërisë, të cilët kanë qenë në politikë në opozitë dhe në pozita, kanë sjellë dem e targjedi për shqiptarët e Kosovës nga viti 1991-1995 -1996 -1999 dhe 2000-2013 e deri me sot Prill/2024 dhe njerëzit e tyre të lidhur si partnerë me serbët me rusët dhe me Serbët e Kosovës, duke filluar nga politikanët “shqiptarë” tradhtarë, Edi Rama, Fatos Nano, Pandeli Majko-vici, Xhavit Haliti, Hashim Thaçi,Kadri Veslei, RamuT Haradinaj, Sami Lushatku, Ali Ahmeti,  …. dhe, të gjithë këta nga “LPK”, në Zvicër, të cilët. . . . njihen si dinakë e dinak dhe i kanë dhënë lëvdata të rreme njerëzve të tyre por ka shumë të tjerë që janë veglat e tyre në funksionet e krimit dhe kriminelë që kanë strategjinë e politikës komuniste dhe elitën e tyre politike kriminale në sistemin demokratik, me politikanët e tyre, të cilët kanë zhvilluar urrejtje, rrahje brutale, vrasje dinake ndaj shqiptarëve të Kosovës, në Tiranë-Shqpëri, dhe në Kosovë, dhe janë ata që kanë hapur armiqësi ndaj shqiptarëve, madje edhe ndaj shqiptarëve të tyre politikë në Kosovë dhe Shqipëri. Ne shqiptarët nacionalistë në Kosovë dhe shqiptarët e ndershëm i dimë dhe i njohim të gjithë elementët e tyre kriminalë që kanë bërë ndaj shqiptarëve të Kosovës, i njohim edhe në Shqipëri edhe në Kosovë. Duhet të përsërisim edhe një herë njohuritë e tyre për të krahasuar dhe rishikuar të gjitha ngjarjet, veprimtaritë dhe krimet e kryera nga vetë shqiptarët me vrasje me pagesë, ryshfet, intriga, nga elementë kriminalë në funksion të tyre me veprime të ndryshme krimi që i përkasin politikës e komunistit të tyre strategjik. 1990-1995-1996-1999 dhe nga 2000-2024.
Por, edhe më keq është se disa njerëz në Shqipëri, si deputetë dhe ministra në Kuvendin e Shqipërisë në Tiranë, kanë bërë edhe ligjet e tyre për të mbrojtur shqiptarët e tyre, nga krimet dhe tradhtitë dhe nga mashtrimet kriminale që u kanë bërë shqiptarëve të Kosova, dhe nuk kanë miratuar ligje që ndalojnë shitjen e femrave shqiptare nga shqiptarët, të  serbët dhe të maqedonasit…."
WDk0jy-CiLs,@kastriotxhelaj9558,E bukura e genjeshtarit eshte se  vjen nje moment qe  genjeshtrat e tij i beson dhe ai!
WDk0jy-CiLs,@agustintarazhi3080,"Nxhek ka bagazh autididakt dhe dijet i rradhit si don vete por te kishe lezuar i huaji i Alber Kamyse  apo psikoanalizat e Freud,eshre qeaharake ti przantosh si dije themelore megjthate jemi ketu ku jeni sepse pesonazhet i gjykojme me mode."
WDk0jy-CiLs,@bajramcara2199,Respekte per avokatin e madhe
WDk0jy-CiLs,@Koli-ed5ic,"Ky me kujton nje personazh te kadarese qe kur kethehej per pushimet e shkolles nga Tirana ne fshat,u thoshte fshatareve se kishte bere dashuri me gocat me yje te Tiranes...."
WDk0jy-CiLs,@agimymeri3205,"Rrefim i forte apo interesant?!!
Ne fakt, asgje qe nuk e ka sterthene me perpara."
WDk0jy-CiLs,@user-gh3si9uc9h,"IZOLIMI     POLITIK     ,    ESHT     NJI     VRASJE      MODERNE     ME      PUSHK     AJRORE     ..."
WDk0jy-CiLs,@altinzoraqi6929,Te na rruaç prof gjela
WDk0jy-CiLs,@gencigenci,Po ore po...se sot nuk lexoni fare
WDk0jy-CiLs,@gencigenci,❤❤❤❤❤❤
WDk0jy-CiLs,@gencigenci,Pse ne nuk shihnim grekun apo dhe jugosllavi
WDk0jy-CiLs,@gencigenci,Pse ne nuk shihnim grekun apo dhe jugosllavi
WDk0jy-CiLs,@gencigenci,Liri per cfare...a u ndjete te lire tani qe u vra Lindja
WDk0jy-CiLs,@gencigenci,Boll se na plaset me keto aventura
WDk0jy-CiLs,@gencigenci,Po historia institucionale
WDk0jy-CiLs,@gencigenci,Po historia institucionale
WDk0jy-CiLs,@gencigenci,Meso te drejten e andrea Nathanailit Zoti Ngjela
WDk0jy-CiLs,@gencigenci,Ju ja dhate kuvendin spiunit...
WDk0jy-CiLs,@gencigenci,Fol shqip goce
WDk0jy-CiLs,@freddiebelushi9273,Grida dhe shejtanin e fut n'shishe 🤔zbut tigrin
WDk0jy-CiLs,@user-qb8mv3db3c,Komunist autokrat qen bir qeni.
WDk0jy-CiLs,@iliaspanagiotou5241,"O taku, pallavra i thone ne spanjisht llapaqenve ti vetem llap pa seriozitet, mere me mend ty nuk te poqi as burgu politik se DNA jote eshte e majte sado qe ty do me na bind se je nacionalist!"
WDk0jy-CiLs,@AgimSelmani-ep6lx,Njeriu me demokrat dhe intelegjent lume shqiotaria qe te ka rrofshe edhe njiqind vjet
WDk0jy-CiLs,@arbencukaj5520,Kjo asht nji nga intervistat ma solide dhe me vlere qe mundet me ju afru shikuesit shqiptar.
WDk0jy-CiLs,@erjolagoga8113,Kam ndjekur shpesh kur zoteria flet neper studjo por Grima eshte e vetmja deri mè sot qè e frenon dhe i perserit pyetjen derisa pergjigjet
WDk0jy-CiLs,@argjiro4909,"Nuk ke jetuar në bllok. Te Rruga Brigada e 8-të e kishe shtëpinë, pranë Bllokut por jo në Bllok."
WDk0jy-CiLs,@rimdarafaello6540,Ti zotri pusho ne paqe ose ne penzion kaq
WDk0jy-CiLs,@fatmirkociaj7162,"Mos e degjoni Spartak Ngjalen,eshte nje idiot qe i beson budallalleqeve qe thote vete."
WDk0jy-CiLs,@patro9555,A e shiqoni ore ende televizionin e Beogradit ne Tirane?
WDk0jy-CiLs,@lutobravodaniel2189,"Brilant z.Ngjela!!!!!
Akti më i lartë që ke bërë!!!
I ke zhveshur brekët komunistit serb,tradhëtarit të kombit Sali Berisha!!!!"
WDk0jy-CiLs,@MajlindaBonn,Zoti është gjithë individët.
WDk0jy-CiLs,@ilirduro,Taku oshte i vetmi politikan qe  mund te ndryshonte dicka ne politiken shqiptare respekt.
WDk0jy-CiLs,@user-si6bn4ys2w,"JO BRE KY NXHELI FLET SIMBAS INTERESIT,JO DREJTESISHT ,AS NJERZISHT."
WDk0jy-CiLs,@mandrinvuthaj4543,Une Pres per rrefimin e tije MAs vdekjes(kuptohet duke I ura nje jete te shnetshme )
WDk0jy-CiLs,@CafoBoga,Excellent interview of a very very intelligent person!
WDk0jy-CiLs,@kristivengu8222,Tak ngjala esht i madh
WDk0jy-CiLs,@user-or6mf6tk8u,Rrjeta  e merimanges... renie
WDk0jy-CiLs,@RevoLuton-ub9xf,"Mos ka qen dhe ky nje nga ata me ""dy gishta"" qe dolen me parrullen te shkaterrojme gjithcka qe ndertoi ""Komunizmi"" se ne do ti ndertojme nga e para?"
WDk0jy-CiLs,@user-tt2hj7hx7j,"Knaq si per emisiknin
KY asht burri Mai nersheme ma idishen ne shqypni. 👌🦅👌🙏🇦🇱🙏
 vet doti this ha. KRESHNIKU 🌾🦅🌾SHQYPTAR. 🇦🇱👌
Ka jetue ne burk. Me  At. ZEF PDHUMI. E SHUM  BURRA  TE FJSLES E TE DIJES E TE BESES. KY DOTE JET PRESIDENTI I ARDHSHEM SHQYPTAR ❤🌾🦅🌾👌"
WDk0jy-CiLs,@ganikurpali5855,Top qenja me meturinat e sosjalizmit si kta ketu
WDk0jy-CiLs,@supermario929,"Grida esht bosh fare. Flet llafe pa lidhje, mak mak si rosat. I harxhoi nje ore kohe avokatit 😂"
WDk0jy-CiLs,@supermario929,Sa bosh esht Grida. Sa her hap gojen i dalin fjale pa lidhje. Harxhoi nje ore nga koha e avokatit 😂
WDk0jy-CiLs,@user-td4mz8md5u,Është për tu habitur që gjith rugaçët e asaj kohe sot tregohen të fort  të njohin të gjith dhe i jati eka patur shum problem
WDk0jy-CiLs,@user-td4mz8md5u,Spartaku ka qënë njl fëmi problematik që i vogël shum i keq e njohin të gjith një njeri si flet njëher sflet një herë prandaj edhe sot shkon me vajza të bukra dhe të vogla kur ka qënë i vogël në bllok ai ka qënë fëmija më i keq
WDk0jy-CiLs,@dugagjinrezniqi3943,Respekt advokat Ngjela
WDk0jy-CiLs,@nebideda3457,Njerez hora fundrrina llum qebesirat ty po drejtoin Shqiperin. Ku bajn plane ku tja shkoqim një cop Shqiperis kuj tja fusin sor.
WDk0jy-CiLs,@edisonkuqo8431,Degjoni perrallat e ngjeles
WDk0jy-CiLs,@nebideda3457,Oj Grida top turpi mbledh top fundrrin njerez si ju. Hora si Sporrdhjak Ngjela.
WDk0jy-CiLs,@angel_c6530,Intelektual i nivelit te larte avokat.
WDk0jy-CiLs,@refattafa1330,"Ai është një karagjos, prevers idoit i lindur dhe i rritur në bllok………"
WDk0jy-CiLs,@danydany-cz5ge,"Atdhetar te lind nana, kurr nuk mun behesh, zoti te dhent shnet dhe jet te gjat Zoti Ngjela"
WDk0jy-CiLs,@user-od9fq5tb2p,E dëgjoj me kënaqësi Avokat Ngjelën
WDk0jy-CiLs,@Ulqiniflorini1963,Grida Duma is a genius and one of the brightest interviewers on Albanian television!
WDk0jy-CiLs,@nduekola6747,O Gida .Ngjela èshtè njè plk I rrjedh .turp pèr ty o Grida kush nigjon Ngjelèn .ky eshtè rob kot.
WDk0jy-CiLs,@genttusha2450,"Hera e pare qe degjoj te artikulohet korrekt dhe pa nderprerje te kota nga zoti Ngjela.Respekt per ate qe nuk shitet dhe nuk shkon nga te fryje era.Pra vazhdon t'i qendroje endrres se te berit politike dhe jo te jete ""yes man""."
WDk0jy-CiLs,@marselminga,popull dele.. i besoni prrallave qe ju tregojne ne tv
WDk0jy-CiLs,@user-vm8oq1bd7w,"Po te ishte servil, nuk do hante burgun."
WDk0jy-CiLs,@bardhikombinat8638,Mos e perzi berishen me kriminelt e kombit berisha te dha lirin ty dhe neve se kthehesh ne origjine
WDk0jy-CiLs,@user-xt2mf7dg2q,Nje SERVILLLLL i rregjimeve dhe tashme qesharak e ju e merni seriozish kete KALBESIREEEEEE zonja Duma!
WDk0jy-CiLs,@edipdaci3706,"Avokati është Avokatë...jë vetëm per ligjet ,porë dhe për termat politike të sakta."
WDk0jy-CiLs,@capricorn1784,"E keni gabim .edhe ne tiran ,me kanoce si antena,shifej italia."
WDk0jy-CiLs,@avdoxhaka5922,KY LESHKO AQ MYK KA NË TRU SA KA MBËTUR I TREDHUR NGA RREGJIMI
WDk0jy-CiLs,@TheGjergji,O Taku je UNIKAT
WDk0jy-CiLs,@user-yk9hg2td7b,Po pse nuk tregon pse te burgosen? tregohu njerzve se ne burg te cuan se deshe te perdhunojsh sekretaren tende!
WDk0jy-CiLs,@hartelvisha7000,Ngjela gjithmone ngjall respekt qe kundershton injorancen e trashiguar
WDk0jy-CiLs,@user-my2zq2jm7t,Politika se do Avokatin ..sepse eshte me duar te pastra dhe shum I drejte sikur Shqiperia te kishte 10 Avokater ..Shqiperia sot do ishte perfekte ..! Respekt per avokatin Spartak Ngjela 🇦🇱🦅🇦🇱🦅
WDk0jy-CiLs,@artoors0096,Kohë e humbur... nuk munda ta çoj deri në fund!
WDk0jy-CiLs,@anaa3546,Keta te dy jane idioter flasin kot dy  psikopatet
WDk0jy-CiLs,@Rrapushi-hr7ho,Je i madh Avokat Ngjela
WDk0jy-CiLs,@leonardloni,Gridushja😂😂😂😂
WDk0jy-CiLs,@g.z.9219,"Ore njerez nuk e di kush e ka venë këtë baxhallen të drejtojë ketë lesh emision...////  Të dy kanë nevojë për ndihmë të mental institution/ Ky ka filluar të pirdhet nga mentja, kurse kjo fluturon me fjalët jashtëtokësore ./"
WDk0jy-CiLs,@Falkestein,Ky Genjeshtar e Mashtrues klassic profesionist dhe kelysh komunist eshte nje Megalloman fallco e deshtak i oerhershem😢
WDk0jy-CiLs,@saimirgjoni669,Mut njēri e kakē tjetri ju dhjefsha emissionin te dhjefsha televisionin nuk jeni as nuk i jepni asnje moral kesaj shoqerie plaku dhe plaka njerez te felliqur po na tregoni perralla ketu sdi si jua lejon ndergjegja te dilni neper televizione ptuuuuuuuuu ptuuuuuuu te dy te beni per te vjelle
WDk0jy-CiLs,@lekmuzakaj2353,"Ngjela do te tregohet koherent, por e ka te pamundur se ka thene aq shume brockulla, sa qe nuk i cben dot me. Biseda pa vlera ndermjet dy personave qe jane shume Schein (dukje) dhe pak Sein (te jesh)"
WDk0jy-CiLs,@PetritSulaj-rn5vw,Ty as bolet sti linte tja ruaje enveri . Po ik o pleher aj su merrte me psikopate si punen tente.
WDk0jy-CiLs,@ahysaj,"Beppe il Culone, dopo aver vissuto e meditato 40 anni sulla montagna é sceso giú e ha detto: ""Muore la pecora, muore l'agnello, muoiono il bue e l'asinello, muore la gente piena di guai, ma i rompicoglioni non muoiono mai!"""
WDk0jy-CiLs,@zenelpeposi3483,"E përforcoi se  z. Spartak  Ngjela ka qendruar
në burg burrërisht e njohë nga afër...respekte ndaj tij..zenel Peposhi"
WDk0jy-CiLs,@alisina3249,Mos i besoni kety5re dhafeve
WDk0jy-CiLs,@user-hf9vo6rs3h,"Hallall
O I biri ati babe
Respekt
Spartak Ngjela"
WDk0jy-CiLs,@alisina3249,Duma po spartak nuk u rit ne bllok
WDk0jy-CiLs,@genciduraku4340,"Nga se vuanin djemte e Bllokut ne ate kohe, disa prej tyre kundershtare aksidentale te regjimit…?
Attention  -seeking behavior often arises from a deep-seated need for validation or acknowledgment from others. Individuals may feel insecure or lack confidence in themselves, leading them to seek external validation to feel worthy or significant. Taking risks or engaging in dramatic actions can be a way to stand out and capture the attention they crave."
WDk0jy-CiLs,@EdiKari,Rrefim i leshit dhe ky zagar i grazhdit ka qene perfitues i beneficeve te diktatorit
WDk0jy-CiLs,@user-wo1zr2ul3i,"Znj.GRIDA ,

PSE KENI KAQ PROBLEM

PER T'MOS I LEVIZUR

DUART??

NUK M'BENE PERSHTYPJE MIMIKA

POR DUARTE

(gjymtyret e siperme)

Themi per gjerat qe

Duken


E CFARE NUK DUKET


NENKUPTOHET ??"
WDk0jy-CiLs,@Renaldo_Bregu,"Ore, xhirimin me Saliun kush ja beri Ngjeles, se Ngjela nuk e ka marre persiper cimken e regjistrimit"
WDk0jy-CiLs,@ramazanballiu2136,"Ore zotni ,ne ate kohe ,endeshe neper Europe…"
WDk0jy-CiLs,@Bujar-gl7rx,"Grida Duma esht femra me e bukur ne SHqiperi, qe un e dua shum ,perse do thoni ju ,jo vetem e bukur por shum e Zgjuar,dhe shum e pregatitur, se te bosh diskutime me Avokatin Spartak Ngjelen nuk esht aq kollaj,Avokati Ngjela esht shum i zgjuar dhe vuajtjet qe ka bo ai ne Komunizem nuk e kuptojn kto te rijnt qe jetojn ne kohen e sotcme,por z, Duma esht shum e pergatitur,dhe e dua shum❤❤❤❤,"
WDk0jy-CiLs,@harallambshehu1367,Varethika na se akuo
WDk0jy-CiLs,@harallambshehu1367,Tregon qe vitet kalojne PA e provuar rakine the turshine
WDk0jy-CiLs,@harallambshehu1367,Duke te degjuar nuk e kuptoj sa e doni Shqiperine
WDk0jy-CiLs,@PertejTepertejmes,Enverit te gjith bashk te beheni se arini dot..ai e ndertoj shqiperin ju tgjith e shkatruat
WDk0jy-CiLs,@Alabala1,Tungjatjeta Avokat👏
WDk0jy-CiLs,@bakidenisamucogllava4097,I madhii Ngjela ❤
WDk0jy-CiLs,@lewis885,Si e ven doren ke mjekrra kjo baxhella.
WDk0jy-CiLs,@AlgertSado,✌️💪
WDk0jy-CiLs,@zhulietaxhaferi9336,Respekt per zotin Ngjela
WDk0jy-CiLs,@janisreselis2156,"Ngjela brravo tani po bene punen qe te takon se dhe ti ne bllok urrite neper koqet e Enverit Mehmet e me rradhe por si psikopat ata te futen dhe ne burg per spiunuar te burgosurit politik kjo ka qene dhe eshte  puna jote tani ,bravo tani nxorre se cfare ju jeni"
WDk0jy-CiLs,@drwho9055,Po jurispodenca do të jet gjysmake pa letërsi. Dhe një gjyqtar apo avokat nēse ka munges letrare ai ēshtë i hendikepuar. Sa më letrar të jet një intelektual aq mē ekspert do të jet në lëmin e tij. Zoti Shqiptar. Lexim lexim do vetëm lexim.
WDk0jy-CiLs,@accmng,"20:18 ketu me duket se hape thesin se ke thene ndryshe te intervistat e tjera ,te ta bente enveri me dore dhe mos ti shkoje si veshtire duket avokat hahah"
WDk0jy-CiLs,@xa3558,"Faleminderi, Grida !
Rrëfimi i avokat Ngjelës një kënaqësi,,,
Faleminderit Z.Ngjela !
🤩🙏👍"
WDk0jy-CiLs,@tinacela2281,E respektoi z. Ngjela si politikan.
WDk0jy-CiLs,@Valmeta-ff3vy,Respect per avokatin
WDk0jy-CiLs,@shpatihila1336,"I kam tmerr këto trimërit pasë lufte...
Të gjith bllokmenët na paskan qënë anti sistem 🤦‍♂️"
WDk0jy-CiLs,@klodiansinanai5846,Edhe Partia e Derrave PD erdhi nga koha e Enverit kush mendon të kundërtën akoma edhe avokat Ngjela të shkoj të bëjë shurrën
WDk0jy-CiLs,@inagj1242,"Gridushja të t'intervostojë Spartak Ngjelën😂😂😂😂😂😂që nuk bën as pyetje,rrezikon të bashkohet në analizë për lirinë që e dyshon se ta japin librat;atë që të jep dashnori me ""ekon"" që të bën dashuria kur je në burg;kur ruan lirinë e kur flet dejshëm oooooffffff😢"
WDk0jy-CiLs,@Kreshnik5113,I madri avokat Ngjela 👏
WDk0jy-CiLs,@user-bq9vd4kw5r,Sali Karaxhic edhe Ilir Milloshevic duhen te dergohen ne Hage
WDk0jy-CiLs,@billiss3348,I shkerdhefsha kanalin dhe te pjerdhurin ngjela
WDk0jy-CiLs,@artanndoni7048,"Edhe enver hoxha nuk to ti pergjijej keshtu saliut. AVOKAT NGJELA me diturine,profesonializem,dhe kurajo e uli ne bythe komunistin berisha 

Respekte Avokat figure pozitive qe do nderohesh per dekada te ardhshme"
WDk0jy-CiLs,@fridadajci-xenopoulou1467,"Filloi qe ne 1967-1968 me shkaterimin e besimit fetar !! Dhe kjo gje ne thojza ishte clirimi i botkuptimint te te besuarit jo ne Zot por ne rrugen e PPSh!! Dhe kjo perudhe nga 1968 -1972-74 , kjo quhet liberalizem !! Me nenkuptim per te mbuluar ate dhe duke vepruar nen rogoz dhe ne emer te PPSh arestonin e vrisnin mantas e djathtas!! Kush e ka jetuar me kupton drejte!!"
WDk0jy-CiLs,@detid3507,Eshte i semure mendor
WDk0jy-CiLs,@detid3507,Kopili bllokut po tregon per ETERIT e tij
WDk0jy-CiLs,@ervinxhabrahimi2849,Ka lezet ke qef ta degjosh te dhonte zoti jete je nga te medhenjt e te medhenjve te shqipnis 👏👏👏👏respect 👍
WDk0jy-CiLs,@erbaed3502,Te thirri Enveri dhe nuk i vajte ti po ç'fare flet mo spiun i kuq. Sa njerez ke marre ne qafe mo kelysh i kuq dhe ben ver ver tani
WDk0jy-CiLs,@churchofsatanalbania1468,Shume intervist interesante me nje ujk te vjeter te politikes qe secili nga politikanet mund te mesoj..Nje  narcizist i niveleve te papara por kjo eshte nje nga gjerat qe e bejne ate interesant..Grida e solli bukur biseden ne tavoline.
WDk0jy-CiLs,@astritzyberaj6132,"Sistemi nuk ra zoti Ngjela se sistemin nuk kishte kush ta rezonte,,por sistemi u nderua me mareveshjen dhe nderhyrjen e te huajve,..dhe ne krye te ashtuquajturve demokrat u vu nje komunist me emrin Sali....
Ti ose smban mend ose ke pjerdhur nga trut..."
WDk0jy-CiLs,@jackosmanaj1270,Spartaku mos me pas kunershtar e ndan trupin e vet perghysem dhe hap front. Per trimnit e se kaluares hajgare ba se edhe sote ka kallzo mbas sa vitesh a lag ka ka fol haha😂
WDk0jy-CiLs,@ghostbig6257,"C'a te pergjigjet ty o i cemendur, ai ka 20 vjet qe te injoron ste njeh as per emer, kurse ti ke 20 vjet si buce duke vjllell mejhane me mejhane pisllek nga goja, ti me ate je si mali me miun ore i cemendur"
WDk0jy-CiLs,@Loni-dx2vu,"Nese ky ishte""dizident', perse e arrestuan dhe te arrestonin me vone te atin per shkak te te birit?! Po jo, ky ishte nga te bllokut deri diten qe ju arestua babi, me pas e cuan te babai.Dmth , stop Ngjela se na cave trapin me genjeshtra,."
WDk0jy-CiLs,@ermal-ye9qj,"Maskarade!Me vjen keq per vuajtjet e ketij individi , sepse e denuan sepse denuan te atin, dhe kaq.Asgje me shume. Si qindra e qindra te dunuar per shkak te  prinderve nga nje regjim mesjetar.Te tjerat jane gjepura per te perkedhel sedren e ketij zoterise qe shetiste evropen sa kohe babai ishte mire me regjimin."
WDk0jy-CiLs,@fainduro6810,Çar ďakordesuar
WDk0jy-CiLs,@user-yj2lw4fk6d,Profesjoni qe do i pershtatej Avokatit do ishte profesor degjohet me kenaqsi dhe i kuptueshem
WDk0jy-CiLs,@Koli-ed5ic,"Nuk ka Shqiperia te tjere qe jeni ne nje ""incest' mediatik prej 20 vjetesh?! Te njejtat fytyra , te njejtet individe qe kalojne mengjezet e mbasditet kafeneve dhe darkat ne ekrane pa pas mundesi te lexojne...."
WDk0jy-CiLs,@MT-ye4xe,Respect 😅
WDk0jy-CiLs,@omarsing7613,Ky nuk e degjoñ tjetrin vetem don te flasi vete thjesht ka rrjedh nga trut njeri pa familje shkon  neper studio flet brockulla papagal
WDk0jy-CiLs,@elianalia1082,"Taku ngaterron lirine e se ardhmes ne ate qe duhet te krijoje progres, zhvillim dhe qe duhet te bazohet mbi njohurite. Nuk mjafton t'i referohemi lirise sa per te bere dicka qe rrezikon burgun. Kundershtimet, pervecse jane te paarsyeshme ne vetvete, sepse prodhojne me pas fatkeqesi, mbi te gjitha nuk lejojne zhvillimin e lirive pozitive, ato per cilesine e jetes dhe ato te bazuara ne dije. Taku mund te kete lirine e te udhezuarit dike qe te vrase veten, por kjo eshte qesharake si fantazite e lirise se fituar nga Kamyja apo Kafka."
WDk0jy-CiLs,@Namreauli135,I nxirni kata i thençin politikan per propagand e mbani mend me 21 janar c tha ky miku jo 3 po 3 miljon as gje nuk jan.   Top chenel i tha popullit ngrihuni per protesten e korrupsionit autobuset falas me 21 janar.  Sa vajtet ne shesh ju armatosen ju paguan. Ju pren edhe internetin dhe ju lan ne shesh. Kur u arit qellimi i protestes. Ore si do i shperndajm pam pym nja 4 veta. Ju leshuan edhe uqrit me uniforem.  Jan lidhur bashk ca media ne Shqipëri me shtetin ngusht fare...  Dhe i thon popullit investime turizm bla blu bla. Flisni njher per dosjet. Ose me mir mos flisni fare se rezik na hapet ndonje luft civile
WDk0jy-CiLs,@muratshehu18,"O Spartak, pordhacet, mburravecet, ne çdo regjim denohen ne nje menyre a ne nje tjeter. Ne diktature futen ne burg, ne demokraci nuk ja var njeri. Ok?"
WDk0jy-CiLs,@muratshehu18,Dy delirante perballe njeri-tjetrit. Dy genjeshtare patologjike skizofrenik. Ok?
WDk0jy-CiLs,@fatosberisha273,Shumzim me zero e gjithe perpjekja e ketij brezi per te rrit vlerat e kombit sipas vlerave perendimore ku vlera me e larte eshte martesa ete njejtes gjini me letra ne dore pff.rrnofte antikrishti
WDk0jy-CiLs,@muratshehu18,Ngjela shpetoi Saliun per krimet e vitit 1977-78. Per kete duhet te hetohet e te denohet. Ok?
WDk0jy-CiLs,@muratshehu18,"Shoqja drejtuese, Frok Çupin kur do ta intervistosh?"
WDk0jy-CiLs,@user-wo6oh9zw6x,Rrej se rritesh
WDk0jy-CiLs,@MP-ux8kk,O Spartak o spiun burgu.
WDk0jy-CiLs,@MP-ux8kk,O Ngjel i ngjelet o spiun burgu.
WDk0jy-CiLs,@MP-ux8kk,O Spartak o spiun burgu.
WDk0jy-CiLs,@jahjanameti8282,"Njeriu duhet te jetoje apo te silet brenda normave morale te shoqerise, po dolle nga rreshti te ha ujku .Liria jote shkon deri atje ku nuk pteket liria e tjettit ."
WDk0jy-CiLs,@AntonioA89,👍👍👍 Një nga figurat më te ndritura dhe me patriote shqiptare
WDk0jy-CiLs,@user-ij9qg2zs2y,"Zoti Ngjela keni qene dhe jeni trim,por nuk kishte edhe perkrahes te tjere te karakterit tend."
WDk0jy-CiLs,@AntonioA89,Rikthimi i z. NGJELA  në politikë është diçka që e kam uruar për shumë vite për Shqiperinë.  RESPEKTE Z. NGJELA
WDk0jy-CiLs,@sinanaruni449,GRIDA PO AJ KA QENUN DHE ENDE OSHT KOMUNIST SE AJ E KA NE GJAK KOMUNIZMIN KOMUNIST I FLLIQUR
WDk0jy-CiLs,@jojojanku9781,"Kur truri eshte i lidhur me zorren e trashe, mendimet dalin the dhime.Kjo eshte ekzakt  cfare  ndodh me kete person."
WDk0jy-CiLs,@kolpopaj5499,"Nuk jam me partine e Grides, por prape jam me Griden, se i ka syte si shqiponje"
WDk0jy-CiLs,@akrepi6174,Spartak  Ngjela  ka qenë  dhe  mbetet  një  tip  rrebel.  Jetoj   njëkohësisht  parajsën  si  bllokmen  dhe ferrin në  burgjet  e  Hoxhës.  Ishte  pikërisht  kjo  që e bëri  Ngjelën  një tip të veçantë  por pak  arrogant. Profesionin  e  avokatit  e bënë  më  mirë   se  politikanin.
WDk0jy-CiLs,@AndreCela,Complimenti complimenti grinda
WDk0jy-CiLs,@Patate-ph6xm,Naten grida seksi
